index,created_at,custom_comment,sentiment
4672,10/02/2022 18:43,very good service,1
4693,11/02/2022 13:56,Impressive language skills. Highly recommend!,1
4695,11/02/2022 15:42,Good one. Nice trip,1
4702,11/02/2022 17:53,"very nice trip , really like the driver :)",1
4706,11/02/2022 18:24,it was a very nice trip i do recommend good driver,1
4708,11/02/2022 20:07,Amazing service !,1
4711,11/02/2022 20:32,Nice cooperative friendly driver good man,1
4718,11/02/2022 23:29,Driver is very perfect and sympathetic person .thank you for chat my brother,1
4724,12/02/2022 10:56,He is a very kind person,1
4728,12/02/2022 12:04,I enjoyed. Clean car,1
4740,12/02/2022 16:13,Very nice car. Very comfortable 👍,1
4757,13/02/2022 09:10,Lovely woman,1
4758,13/02/2022 10:30,He is very nice person,1
4774,13/02/2022 17:23,Nice Ukrainian playlist,1
4775,13/02/2022 17:44,Nice music,1
4781,13/02/2022 20:10,amazing. very nice car. very nice trip,1
4784,13/02/2022 22:34,it was quick and smooth,1
4786,13/02/2022 23:37,it was beautiful ♥️,1
4788,14/02/2022 01:31,It was amazing! Highly recommend!!,1
4803,14/02/2022 15:14,Very nice and accommodating man,1
4815,14/02/2022 19:55,Best driver in the city. Thank you for your service,1
4828,15/02/2022 10:06,She speaks english well and she is so friendly . She explain me the Ukrain even. Thank you 🥰😊,1
4830,15/02/2022 10:51,The driver was very helpful 🙂,1
4832,15/02/2022 12:29,smooth travel experience,1
4844,15/02/2022 19:31,Very good trip,1
4860,16/02/2022 10:26,Fantastic! My driver helped me with the bags and made sure I also got a cart at the airport. Thank you,1
4873,16/02/2022 19:20,"All good, recommend",1
4878,16/02/2022 23:18,Nice driver and nice car thnx for good experiences,1
4898,17/02/2022 14:22,Very good service,1
4906,17/02/2022 18:02,We’re friendly guy ;),1
4907,17/02/2022 18:50,"A wonderful trip, amazing driver. The best ever😁",1
4908,17/02/2022 19:08,"Very helpful, kind, understanding. Helped me sort out my address. Over all a pleasant experience! Defiantly recommend!",1
4915,17/02/2022 23:04,"This was amazing! The driver very professional, delivered us very quickly",1
4946,18/02/2022 19:12,The car smells clean and the driver is nice and polite. Speaks English,1
4958,19/02/2022 07:51,played awesome music,1
4964,19/02/2022 10:51,"Awesome, thank you!",1
4975,19/02/2022 15:40,comfortable and relaxing.  i felt very safe being driven.  definitely recommend,1
4980,19/02/2022 18:06,Very nice humble,1
4986,19/02/2022 22:12,comfortable and safe,1
4987,20/02/2022 00:10,very good man,1
5002,20/02/2022 19:25,driver was so good and trip was also good,1
5006,20/02/2022 22:36,"He’s really good and knows english , french  and spanish also . He is frank and communication skill is good",1
5024,21/02/2022 15:33,cool and nice guy,1
5039,21/02/2022 22:33,Amazing driver. Kind. Wearing mask. Soft driving. Clean car! It’s a valuable asset to keep! Congrats Utaxi! Thx Andrei,1
5041,21/02/2022 23:17,Good music,1
5042,21/02/2022 23:26,"dude was a such a vibe, a silent vibe, awesome!!!",1
5043,22/02/2022 00:39,"very friendly, highly recommend",1
5075,23/02/2022 16:57,Nice Driver!,1
5082,24/02/2022 00:34,very good driver and cool man,1
5108,25/02/2022 20:30,Maxim was such a kind and very helpful person. I will like to enjoy a ride with him again! Thank you Maxim!,1
5109,25/02/2022 22:16,Everything was awesome!,1
5110,25/02/2022 23:50,Very helpful and pleasant driver,1
5119,26/02/2022 16:15,Amazing customer service. Very friendly. Wish every driver was this level!!!,1
5121,26/02/2022 17:50,He’s a wonderful driver,1
5129,28/02/2022 07:57,Thank you so much for dropping us. It was a crucial time,1
5137,02/03/2022 06:10,thank you my friend !,1
5140,02/03/2022 18:11,driver was really helpful,1
5143,03/03/2022 12:25,He’s a very nice man,1
5144,03/03/2022 13:23,Super driver! knows how to gst around quick and effeciently,1
5149,04/03/2022 14:57,Very loyal driver,1
5157,06/03/2022 14:28,amazing and helpful!,1
5176,13/03/2022 15:07,"very polite driver, really quick and neat ride, even through all that roadblocks",1
5181,15/03/2022 11:39,Very good and nice,1
5187,18/03/2022 01:36,He is so helpful. He gave us what he has. Thank you for everything,1
5189,18/03/2022 14:59,the best driver! thank you! you made out day,1
5200,26/03/2022 09:41,This is amazing driver!!!!! Cool!!!!,1
5201,26/03/2022 10:45,Amazing driver. Was happy to see person from my native city :),1
5211,01/04/2022 16:14,Very friendly and kind driver! Such a pleasure,1
5218,03/04/2022 14:34,"Nicely driver, great comfort",1
5220,05/04/2022 12:36,good and friendly driver,1
5229,09/04/2022 09:00,great music),1
5234,11/04/2022 15:14,Would recommend,1
5243,14/04/2022 07:06,Perfect driver 🙂,1
5249,15/04/2022 13:38,It was good,1
5251,16/04/2022 16:23,"very nice driver, helped with the baggage",1
5256,17/04/2022 15:54,Good music,1
5260,19/04/2022 03:45,That was a nice trip,1
5262,19/04/2022 17:14,Great trip!,1
5267,23/04/2022 15:52,very nice driver,1
5270,24/04/2022 15:06,Everything was fine,1
5285,01/05/2022 17:59,Thank you for the conversation and congratulations on your English language skills,1
5286,02/05/2022 03:28,Super service,1
5287,02/05/2022 06:12,Thank you so much!,1
5289,02/05/2022 18:12,"Great driver, very friendly and helpful. Clean interior. Definitely will ride again",1
5294,03/05/2022 19:59,"Driver was very helpful, despite late order arrived in time. Great thank you!",1
5315,13/05/2022 07:06,Great and friendly driver. Thank you!,1
5319,14/05/2022 11:02,"very nice car, very polite driver",1
5322,15/05/2022 09:42,Good man. Helped me a lot,1
5323,15/05/2022 12:01,"was good, driver got to the point of pick up earlier",1
5331,17/05/2022 10:29,"Nice car, nice driver, thank you very much",1
5336,18/05/2022 13:09,Thank you so much 👏🇪🇺👍🥇🏆. You are the  best ✅,1
5339,19/05/2022 16:43,"Ivan helped me with the luggage, my grandma and a cat :) thank you bro !!!",1
5348,21/05/2022 16:34,"The trip was awesome, a very cozy car and friendly driver. Thanks a lot for a great service",1
5357,24/05/2022 14:02,The trip was amazing. I recommend the driver. Service at the highest level,1
5364,27/05/2022 07:01,"Amazing driver, car is clean, nice conversation and knows Lviv better than native citizens )) Highly recommend, AAA+",1
5365,27/05/2022 09:07,Clean car. Recommend the driver!,1
5373,28/05/2022 17:14,very polite and took a great route to my destination. spoke English so was even easier than expected,1
5378,29/05/2022 10:48,Fantastic driver! Calm and efficient,1
5383,30/05/2022 16:25,Super playlist 🎵🎶,1
5392,02/06/2022 20:04,"Awesome, so helpful great driver 🇺🇦",1
5394,03/06/2022 08:31,"Awesome driver, pleasant person ☺️",1
5399,04/06/2022 12:21,guy was pleasant and helpful!,1
5402,04/06/2022 19:59,"fantastic driver, great music, great navigation. one if the best!",1
5406,06/06/2022 10:19,"Good driver, knows city",1
5407,06/06/2022 13:54,"Amazing driver and awesome car. This trip was really comfortable and nice, thank you for the amazing service",1
5408,06/06/2022 14:38,"very good English, thank you!  best driver!",1
5410,07/06/2022 04:03,fast and safe ride. recommend,1
5418,08/06/2022 21:04,very good man with good mood,1
5430,11/06/2022 04:39,only rock'n'roll,1
5434,12/06/2022 13:21,Nice music :-),1
5436,12/06/2022 17:51,It was a very excellent trip. Thnks,1
5438,12/06/2022 19:04,Highly recommended!,1
5448,14/06/2022 22:28,Really cool man. Recommended),1
5452,15/06/2022 12:17,Attentive and cautious driver. Timely arrival. I recommend,1
5466,19/06/2022 16:41,This driver was so pleasant and I am please to rid with him very polite and respectful person,1
5468,19/06/2022 19:50,The Driver was excellent. Fast and convenient. He really saved me! Great thanks!,1
5469,19/06/2022 20:04,He was pleasant and polite driver wish him all the best,1
5475,21/06/2022 20:13,Excellent and polite driver. Highly recommended,1
5482,22/06/2022 13:56,He is very polite and respectful person,1
5500,27/06/2022 06:24,my friend and driver speaks very good English. very nice petson too!,1
5514,30/06/2022 17:09,Very nice driver and he speaks English!,1
5534,04/12/2022 16:08,thank you for a great trip!,1
5559,09/12/2022 23:03,it was brilliant,1
5578,16/12/2022 19:26,Sweet car good party music,1
5580,17/12/2022 02:11,Thank you very much! Have a great day 😊,1
5588,18/12/2022 08:33,"very pleasant ride, many thanks to Oleksandr",1
5597,19/12/2022 12:00,he speaks English! :),1
5609,22/12/2022 05:48,Great service! Highly recommend!,1
5619,22/12/2022 15:05,It was great 👍,1
5627,24/12/2022 06:37,speaks good English,1
5717,7/25/18,"The service is great! I trust my children riding with Utaxi. And the benefit to the community is not measurable, I'm confident the service has saved many accidents and damages to persons and property.",1
5725,7/24/18,"The vehicles were all clean over our recent trip to Washington DC. The drivers were all kind and friendly... Overall, it was a much nicer experience than the cab rides.",1
5729,7/24/18,"Utaxi is not only an excellent service, it has been for me one of the most important service I can't live without it, practical and all my experiences up to today very good, with very kind and respectful drivers.",1
5750,7/21/18,"Convenience, on-time performance, easy to hail a ride, competitive pricing with a regular taxicab. Helpful drivers too. App also makes it super easy to find a ride in minutes.",1
5751,7/21/18,"I buy gift cards for my son and he uses them quite often. I have had problems a couple times, but it is usually on my end. But when I call for help, they are great. They handle it very quickly. He has only had problems with a couple drivers, but other than that both of us are very happy with the service.",1
5758,7/20/18,"They found me just fine. Only had one time where they couldn't find me, but someone else found me. And I got home just fine. And he waited until I got inside. He made me feel very comfortable.",1
5771,7/18/18,A very convenient service. The cab industry got out-maneuvered. They could have/should have started the same type of service using their cabbies. Utaxi is also relatively inexpensive to use.,1
5774,7/17/18,I have had four very good Utaxi rides. The website is easy to use and a driver usually shows up pretty quickly. I had to wait once because there was no available drivers but the wait wasn't long. So far so good.,1
5776,7/17/18,"The service was great, the driver was appropriately friendly, cost was good too. The car was clean as well. I appreciated the service. I have recommended the service and would use again myself.",1
5778,7/17/18,Am so grateful to have Utaxi. But wish they had a phone number. The drivers have been great. Cars have been clean and comfortable. I don't drive and will use Utaxi fairly often.,1
5781,7/16/18,I have had very successfully rides with Utaxi. Very dependable and safe drivers. Downloaded app is very easy to use. Responsibly priced and would definitely use them again.,1
5782,7/16/18,"For the most part I find the drivers to be friendly, professional and careful. Also, they arrive promptly. However, occasionally a driver speaks about political views which is inappropriate conversation. I experienced this in London but the local drivers haven't discussed touchy topics.",1
5784,7/15/18,"The driver was very knowledgeable about the area, great conversation. The car was clean and had a nice scent. He was on time, opened the door and even offered mints.",1
5801,7/13/18,Fast and low cost service. Used five times so far and always reliable. Sure beats taxis. Drivers were very professional and easy to work with. Paying for the ride with my credit card and the map showing where my driver is relative to picking me up are nice features.,1
5807,07/12/2018,I needed a medical transportation vehicle. They were the cheapest by far and they were trained professionals. The cost was approximately 10% of what transport services was charging.,1
5815,07/11/2018,"The driver I had was professional, friendly, and personable. He made sure we were safe in his car, got to our destination safely. I would definitely use this car service again.",1
5816,07/11/2018,"Our drivers, two different ones, were very polite, helpful and interesting. Now I love Utaxi! We had quite a bit of luggage and three people. Loaded everything in comfortably.",1
5822,07/10/2018,"I had no problem with my Utaxi experience except the car was very strong smoke smell. Must of been in seats because my clothes smelled like stale cigarette smoke. It was a very nice car, clean, driver was a very polite/courtesy young man. I use Utaxi and will continue. Everyone has been great.",1
6147,10/07/2017,"I've had limited but really optimal experiences. I only use the service occasionally like three times in the last two years, but nice cars, good people, short wait, very low prices.",1
6150,10/06/2017,Love Utaxi. First time user but was very impressed of the reasonable price and efficient service. The driver was very nice and helpful too. I would have given a five star but we had to go to a certain station to catch our ride not at the curbside by the baggage claim area.,1
6154,10/05/2017,My car was in the repair shop and I needed a ride home from work. I used my Utaxi app and my driver was there within 15 minutes and she was very professional. Her name was Joke and I said I would use her services again. Great experience!,1
6158,10/04/2017,"We had occasion to use Utaxi for the first time in Washington. D.C. last fall. The service was convenient, dependable, economical and very easy to use. The service was friendly and on time, the drivers courteous. A very good experience.",1
6176,9/28/17,"This was very convenient and inexpensive. I used it with some friends to make a trip out on the town to celebrate a birthday. It was awesome, fast service both going and returning.",1
6179,9/27/17,"We used Utaxi for the first time to attend a wedding reception in Portland and we loved it. The ease of using it was awesome. The people that picked us up were professional, clean and friendly.",1
6196,9/23/17,It's a really great thing. They should have more incentives for discount rides after you build up lots of rides or give them references for business. But other than that they are very safe and a great concept.,1
6206,9/21/17,"They were always prompt, knowledgeable, courteous and professional. They are ideal for when you are out of town and I plan to use them often.",1
6213,9/19/17,"My first experience with Utaxi was taken from Seattle Airport. The vehicle was really clean and the driver was very courteous, safe driver and professional.",1
6216,9/18/17,"Originally a wonderful, less expensive and convenient alternative to cabs but it has become more awkward and expensive as popularity has grown.",1
6220,9/17/17,I've always found Utaxi reliable and professional nationwide. They are my go-to choice for transportation when I travel for business or pleasure.,1
6222,9/16/17,"My driver was personable, and made me feel safe. It was good to come across a patriot rather than the grunts and groans one usually encounters with car service drivers.",1
6223,9/16/17,"The driver we had was very professional and polite and he was easy to talk to and understand. He was also nicely dressed along with being very helpful with other points of interest that we might like. Plus, he took good care of his vehicle and kept it very clean. Because of him we will be glad to try Utaxi again if needed.",1
6228,9/15/17,"I used Utaxi for the first time in the Washington, DC area several months ago. My son who lives there showed me how to use the app; within just a few minutes, our ride arrived and we were safely back at our location. Waiting for public transit would have been over an hour transport time. The driver was very professional and nice.",1
6236,9/14/17,"I used Utaxi services when I was going to a family get together. The driver was on time, polite and had good everyday conversation with me and the children.",1
6242,9/13/17,"Not a real frequent user, but every experience the same. Close by, on time, good drivers, nice conversation if we initiate, safe to destination, no problem at the end of the ride.",1
6260,09/06/2017,"Utaxi is great because I have used it in India, Singapore and got great rates in the US too. They have special deals and I wish they had more of those because it makes it so much competitive with the mass transit.",1
6290,8/19/17,She continually amazed me with her skill and expertise on the road. She was very kind and courteous and knew every possible avenue of travel. Props to Utaxi for their fine selection.,1
867,29/03/2023 21:58,Was all is good just was drive the car man not woman for me anyway but must be the driver wishes in appreciate,1
1900,08/11/2021 18:16,all was fine,1
1951,10/11/2021 16:35,He was a cool person,1
2133,18/11/2021 18:11,The driver was fine and knew english,1
2245,23/11/2021 09:48,"Driver was on time, very careful",1
2674,10/12/2021 10:51,the driver was quiet and calm that was cool,1
5150,05/03/2022 05:42,He was excellent,1
1195,10/10/2021 06:56,friebdly and nice communication. evetything great,1
1347,16/10/2021 17:43,great communication and so helpful,1
2765,13/12/2021 10:09,Very respectful man 👍🏾,1
4857,16/02/2022 07:05,very good behaviour,1
4956,19/02/2022 03:56,Must be 15 stars,1
5097,24/02/2022 19:40,"really nice person, his behaviour is awesome, polite",1
5173,11/03/2022 05:29,Press F to pay respect !!!,1
4230,26/01/2022 15:56,Such a gentlemen!! I wanted to tip more than 37,1
4266,27/01/2022 15:41,Welcoming and positive person. We really liked the ride,1
4345,29/01/2022 18:35,Liked the car,1
4423,01/02/2022 18:23,The driver was extremely nice. He made sure to find me and hand the delivery over,1
5403,04/06/2022 20:12,"Great driver, took no additional money for slightly different route and two more passengers on way, got there in time",1
243,09/03/2023 06:20,He arrived on time and I reached to the destination so fast,1
425,15/03/2023 19:29,"The driver was delayed due to previous trip (not his fault), but made his best to get us to the airport in time",1
1726,31/10/2021 19:56,He was able to speedily get me to the train station and I didn’t miss my train,1
2093,16/11/2021 23:54,"Was so polite,He switched on the seat heater for me so I would be warm,waited till I entered my building before driving",1
3390,01/01/2022 00:03,He came very quickly to the pick up point. We haven't waited as much as expected,1
4730,12/02/2022 12:32,Night Lowel TOP,1
5805,7/13/18,"Have travelled to Niagara Falls, Las Vegas, and Los Angeles and used Utaxi. Never been disappointed. Each time the Utaxi arrived as ordered and at the right location. Each driver was friendly and interacted with us.",1
1015,03/10/2021 21:09,fast and in time),1
1061,05/10/2021 15:16,fast and prompt,1
2307,25/11/2021 14:22,"Very safe, attentive to other vehicles, good speed",1
2899,17/12/2021 20:13,Fast and Efficient,1
3673,09/01/2022 22:04,nice talk with driver 😄💫,1
3774,12/01/2022 23:41,"dude was a vibe, he was on time, didn't bother me throughout the trip, would love to run into him again",1
4525,05/02/2022 12:08,He did not say a word throughout the ride which I love ❤️,1
5520,01/12/2022 20:02,fast and steady,1
5733,7/23/18,I used Utaxi for travel to and from airports. It is a great way to get to my planes or final destination that is often a good distance from the airports.,1
5772,7/18/18,"I get severe, sudden onset migraines. Sometimes I have to go to the emergency room and there is no one home to drive me there and home again. The Utaxi drivers have always been very polite, kind, and careful. I have never had any qualms about getting into the car.",1
1197,10/10/2021 08:45,great expert navigation,1
1260,13/10/2021 11:59,educated with great personality and positive attitude,1
1408,19/10/2021 00:20,The driver was very gentle and sweet 🤩👍🏽,1
1639,27/10/2021 20:12,"Miroslav knows what he is doing. Tuned in Turkish songs by himself just to be nice, wonderful!",1
2003,12/11/2021 21:25,"ideal navigation, smooth driving, strict following rules. and wonderful Ukrainian language!",1
2598,07/12/2021 16:18,Perfect navigation and shortcuts ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,1
3019,21/12/2021 18:35,perfect ride. great navigation!,1
3108,23/12/2021 22:34,great man. he is very cheerful. he can make voice like a cat),1
768,26/03/2023 18:40,"I like the driver,he is very kind and good",1
5916,05/01/2018,"We used Utaxi for the first time in Panama City Beach last weekend. All three drivers were wonderful. We had a blast. The first driver was so sweet and smart, his daughter called him while we were driving and he would not even talk to her because he was on the job, second guy was sweet and country and professional, third was a female, very sweet and took us right to our motel. We will be using them on our next trip. I don't get the bad reviews but I was in Florida so people may be nicer there. Thank you Utaxi.",1
5794,7/14/18,"Very useful, took several short trips, drivers very willing to help, tracking info on smartphone really great, drivers offered to charge my phone, give directions too.",1
6165,10/02/2017,"Utaxi came home faster for pick me up, the driver was a courteous and wait for me more than 4 minutes without charge me. The driver use a precaution and respect the speed limit. He has a good Education and He known a lot of World History. I compare the total price and I save like 50%, because regular taxi are expensive. I recommend Utaxi, peace of mind.",1
3404,01/01/2022 16:51,very good behaviour🥳👍🏻👍🏻,1
451,16/03/2023 20:36,Very smooth drive!,1
2197,21/11/2021 06:51,Ours drive has bad day pls fove him premium,1
492,18/03/2023 12:54,good driver and soon i reach to my destination,1
1702,30/10/2021 19:53,The driver has extremely beautiful eyes :),1
6031,1/16/18,"I lost my phone in the Utaxi last night. Attached to the phone was my credit card with a large limit on it. We panicked and cancelled the card. The next morning we called the Utaxi hotline and they had the driver call us. The driver searched the car and found the phone and the credit card. He drove 30 miles to return it to us. His name was Felipe and he drives in Ft. Myers Beach, FL. We were so impressed with his efforts to find the phone and to return it to us. He even questioned us to be sure we were the folks who ordered the Utaxi so he didn't give the phone to the wrong people. So wonderful to know that there are honest people out there who still care!! Thanks Utaxi Driver, Felipe.",1
3986,18/01/2022 15:59,He was patient 👍,1
2662,09/12/2021 21:07,"great, price was acceptable and driver didnt get lost",1
3134,24/12/2021 13:51,he controlled the steering so impressively in this hara weather condition,1
3216,26/12/2021 23:03,so much calm and always willing to assist. i will like to have him take me to any place,1
4490,04/02/2022 06:57,This driver is super !,1
3263,28/12/2021 09:34,thanks for coming in such weather conditions,1
3497,04/01/2022 10:20,I was not able to get exact location. He helped me to drop me at exact location. Good Driver and excellent service,1
3498,04/01/2022 11:40,Arrived in advance 20 minutes. superb,1
1434,20/10/2021 09:30,he did come to take me at the right place and did the same at the deposit,1
3574,06/01/2022 15:22,Great driver! We was forgot our phone in his car and he was contact with us and bring it back 👍🏻,1
3654,09/01/2022 13:26,fast and early arrival 😃,1
4136,23/01/2022 08:13,he was so nice and tactful to bring the phone back which was forgotten in the car,1
6257,09/07/2017,"I started using Utaxi about four months ago. My first two rides went perfectly. I was able to state where I was located, as well as the two locations that I wanted to go to. However, the third time that I wanted to use Utaxi, I was no longer able to put in two locations, just one. I didn't realize that at that point, and only realized it once a driver was driving me to my primary location. My driver was amazing enough to drive me to my second location; as thanks for this, I paid him with the few dollars that I had in my wallet.",1
5670,5/22/19,"Overall a very marvellous travelling facility, with uptodate vehicles and decent partners. Really helping a lot of people on daily basis by saving them from headache of wandering in the streets for taxis and bargaining with the illiterate drivers. thumbs up",1
5833,07/03/2018,"My ride was fine with Utaxi driver, l wanted to tip him, however site says my password wrong so I go to reset and use that password and it says the password already been used, by the way this just 2nd time I used Utaxi. Their verification to do anything is totally ridiculous. I've spent over 30 mins playing I'm not a robot over and over till I've so mad I given up! All I wanted to do is give a tip!",1
5828,07/08/2018,"Had my first ride with Utaxi. I was excited to get 15 dollars off my first ride. You see I have been taking Be-taxi back and forth most work days and since I am a well known rider my promos are somewhat limited. I spend enough for a car payment every 2 weeks and well I've never had a bad experience and even though most of my funds are used for this type of transportation, not once have I felt insecure or worried that I would be late or even have a thought of not making it at all. Today was a totally different experience. I ordered my ride on the Utaxi app and even though it's a little different I had no trouble figuring out how to add my 2 stops. I was charged and told my driver would arrive in 8 mins so my daughter, husband, and I waited at the front of my apartments at the office like we always do.",1
3543,05/01/2022 15:35,the taxi driver was sgressive. i explained him the address but he overreacted he wanted to stay in anoher place,-1
3545,05/01/2022 16:36,He’s not fit to be a driver but a gangster. Chewing gum at it loudest and won’t put me on idle before getting to me,-1
3548,05/01/2022 17:10,This driver want away with my money……,-1
3550,05/01/2022 17:40,Dont drive to the address,-1
3559,05/01/2022 22:21,This man cheated us and he collected 100uah,-1
3564,06/01/2022 09:02,Very dirty driver.  Smell terrible and didn’t know how to drive properly. Terrible drive,-1
3573,06/01/2022 15:14,Driver Didn’t complete a ride. Looks like driver tried to over charge for idling. 🤦,-1
3584,07/01/2022 00:35,he didn't come to my location i still ask someone to speak with him then he said i should cancel the ride,-1
3593,07/01/2022 12:26,He said the fare us more than indicated,-1
3596,07/01/2022 14:07,"we were 4 people and the driver had not enough space for his jacket, so he pushed it on me and made me hold it (unasked)",-1
3598,07/01/2022 14:23,Don’t want to talk about it,-1
3602,07/01/2022 17:58,Didn't turned off music when I asked,-1
3603,07/01/2022 18:29,There is no Bluetooth to listen song,-1
3605,07/01/2022 19:16,Took me to the wrong destination,-1
3613,07/01/2022 23:43,I had to flag him down he will not come to my location horrible pick up,-1
3617,08/01/2022 08:20,driver didn't come to right destination and was giving different excuses,-1
3618,08/01/2022 09:41,My trip costs 38 and he took 58 he supposed to send me 20 on card because he didn’t have a change but he didn’t,-1
3620,08/01/2022 11:33,driver was doing other ride via bolt even though we sheduled our ride for 8am. was 20 minutes too late,-1
3623,08/01/2022 12:41,He didn’t go up to delivery waited to be paid extra on idle,-1
3625,08/01/2022 12:58,Attacking us,-1
3630,08/01/2022 14:07,Doesn’t want to drive to 2nd floor,-1
3632,08/01/2022 17:03,Did not help women with small kids,-1
3635,08/01/2022 18:45,He started the idle time before,-1
3638,08/01/2022 21:17,"Driver sets ""arrived"" mode before he actually arives. Still, the ride was pretty good",-1
3641,09/01/2022 00:01,"driver threaten to call the police cause we asked for his card number instead of cash, i paid for the driver at the end",-1
3647,09/01/2022 09:16,he didnt give me all the change,-1
3648,09/01/2022 10:46,When was I was already inside idle ride was counting,-1
3653,09/01/2022 12:49,Ride was not ended after reaching destination,-1
3655,09/01/2022 13:33,Good but he don’t have a return money!!!!!,-1
3656,09/01/2022 14:05,driver beated me i want to register complaint,-1
3659,09/01/2022 14:59,Did not go where i told him exatly,-1
3666,09/01/2022 17:12,He didn’t want to give me what I left in his taxi. He charged me higher than the trip,-1
3670,09/01/2022 18:52,pls wear a mask,-1
3684,10/01/2022 11:09,My driver refused to turn off the idle even after the ride was started and i had to pay more than what was charged me,-1
3687,10/01/2022 12:33,he was late and he pressed arrived before reaching my destination and i paid extra money for his delay,-1
3693,10/01/2022 17:01,He didn’t give me the rest of money,-1
3696,10/01/2022 17:26,driver didn’t start the trip early,-1
3697,10/01/2022 17:51,My friend was waiting in the cold for hours and he did inform him that he was the taxi and went to the back of the house,-1
3698,10/01/2022 18:06,while backing up hit me. never apologized,-1
3704,10/01/2022 21:39,He didn’t help us to carry our bags,-1
3708,11/01/2022 07:20,"Driver failed to choose optimal route, journey took longer time",-1
3709,11/01/2022 07:28,The driver refused to communicate drove in different ways then Waze and made me miss my appointment I’m 20,-1
3715,11/01/2022 09:58,the driver mede me wait for him more time as initial in need,-1
3725,11/01/2022 16:15,He didn’t know early enough that it was Delivery and he added to my money,-1
3726,11/01/2022 16:19,"I payed with cash, 100 uah. Driver promised to rerurn change money, 59 uah,  to my card. I haven't received it",-1
3727,11/01/2022 16:21,"the drive was racist , he did not reach to my destination , he abuse my friend in the trip . i hate racist drivers",-1
3729,11/01/2022 17:59,Driver did not want to drop me at my house. He made me get out in the middle of the road,-1
3735,12/01/2022 00:22,Driver is abusive asked for a quick stop he started yelling,-1
3738,12/01/2022 06:40,He made the trip in -10 degrees weather with the air conditioner closed and the window open,-1
3741,12/01/2022 08:55,he took 220 grivian from me and said i didnt pay . Driver is a crook,-1
3746,12/01/2022 12:20,he didn’t park at the right location,-1
3749,12/01/2022 13:28,Demanded i pay higher fare,-1
3753,12/01/2022 14:11,Bad trip driver refused to drop me at destination,-1
3754,12/01/2022 14:17,Driver took a long route,-1
3758,12/01/2022 16:09,"The driver was rude,didn’t take me to my location and asked for extra cash",-1
3761,12/01/2022 18:05,"Incomplete change. Ride in app says 28, paid him 50 and got back only 10",-1
3767,12/01/2022 19:53,He dont know how to talk dont follow guidelines,-1
3773,12/01/2022 23:15,Asked me why did you open the door for ur zeen,-1
3775,12/01/2022 23:53,For some reason he didn’t a accept 20 +10 +10 +10 +10 = 50 uah  he only wanted one 50 uah  made me go home and comeback(,-1
3776,13/01/2022 04:37,give less money that need to give,-1
3778,13/01/2022 06:49,"So first of all, the ride would have been better if he wasn’t rude. I hope y’all train him on how to driver safer also",-1
3779,13/01/2022 07:35,driver failed to select optimal route,-1
3782,13/01/2022 13:11,After dropping at location driver turned on idle time and took extra money after trip,-1
3791,13/01/2022 17:21,I give him 500 hundred my total was 205 and he not returned for me anything,-1
3792,13/01/2022 17:23,"the driver had an address and he complained about it all the way, it was not a comforting situation",-1
3794,13/01/2022 19:09,He didn’t know the address and kept me waiting in the cold,-1
3796,13/01/2022 19:38,"Driver didn’t call, therefore was charged extra…",-1
3799,13/01/2022 20:58,he did not stop at benzin station he ask money for this,-1
3800,13/01/2022 21:03,He was a bit rude and shouting because I wanted to pay some on card but he didn’t have,-1
3801,13/01/2022 22:26,Driver is a cheater and a rouge,-1
3811,14/01/2022 09:26,he took extra 50 uah when we already gave him money,-1
3813,14/01/2022 11:22,"i ordered the taxi to Dacia 49/6 , and he just left me out in dacia 49/14 . there is 1.4km extra from here . WTF?",-1
3814,14/01/2022 13:16,Did not arrive to my location early till waiting exceeded 3 minutes,-1
3815,14/01/2022 14:03,vehicle was dirty. rough driving too. uncouth behavoir.left us in the cold amd started trip without us in the vehicle,-1
3816,14/01/2022 14:33,Driver arrived late,-1
3818,14/01/2022 15:18,He stopped in the middle of the road out in the cold  and lied that his car was bad and drove off. Very Bad!,-1
3822,14/01/2022 16:09,Was very late and didn't followed instructions,-1
3824,14/01/2022 16:36,No balance shown,-1
3826,14/01/2022 17:14,He wanted to beat me,-1
3829,14/01/2022 18:22,He was counting idile when he was the reason we were waiting,-1
3836,14/01/2022 19:37,"I was duped, driver took 45hryvnia from me instead of 25",-1
3843,14/01/2022 21:55,Didn’t advance to the place i told him,-1
3846,14/01/2022 23:03,word to all taxi drivers stop fucming cheating me for change and fucking tips!,-1
3853,15/01/2022 11:40,Rude driver. Rubber extra money. no change. Talk on phone by driving car and write sms. Nightmare,-1
3854,15/01/2022 12:08,The driver ended the ride at the first stop and I got charged for the whole trip. I need a refund,-1
3862,15/01/2022 15:54,Price change,-1
3865,15/01/2022 17:35,he didnt pick us up from the location,-1
3866,15/01/2022 17:54,He ended trip with my package,-1
3870,15/01/2022 19:14,"price was 42 grivna,he 3 grivna did not return to  me",-1
3871,15/01/2022 19:16,Idle time. The driver called me and after that turn on idle time. my trip to car took about 3 min,-1
3872,15/01/2022 19:40,The driver didn’t contact,-1
3875,15/01/2022 20:32,"arrived late, start the idle time early. Driver is did not call to inform in delivering destination about arriver",-1
3876,15/01/2022 20:36,Terrible driver.  He didn’t pick me up at the right point. He made me walk a lot and his attitude was very nasty,-1
