index,custom_comment,sentiment,1 Pricing and Fairness,2 Driver professionalism,3 Driver behaviour,4 Customer Service,5 Application,6 Lost things,7 Vehicle Condition,8 Safety & reliability,9 General bad,10 Other
4521,Arrived to another place,-1,0,1,0,0,0,0,0,0,0,0
4523,Driver didn't use the map and chosen wrong way with traffic jams and longer trip,-1,0,1,0,0,0,0,0,0,0,0
4536,He took more money from me after paying idle with my card,-1,1,0,0,0,0,0,0,0,0,0
4538,the driver immediatly turned on the idle,-1,1,0,0,0,0,0,0,0,0,0
4544,"He does not listen, told him to go to the gate the security will open up but he rather was there shouting",-1,0,0,1,0,0,0,0,0,0,0
4549,"rude , does not have change and still arguying, arrived late because of him",-1,1,1,1,0,0,0,0,0,0,0
4551,Didn’t want to go to arrival location due to the road conditions. Stopped 200-300 meters before,-1,0,1,0,0,0,0,0,0,0,0
4553,He intentionally didn't cancel the idle time even when we were in the car and was driving to the destination.he's rude,-1,1,0,1,0,0,0,0,0,0,0
4555,"first he didnt want to come, we walked a bit",-1,0,1,0,0,0,0,0,0,0,0
4556,Stinky vehicle,-1,0,0,0,0,0,0,1,0,0,0
4559,"Very bad, didn’t  drop us at the right location and he started the trip at the wrong time",-1,0,1,0,0,0,0,0,0,0,0
4562,"Called driver 4 times, no answer. When I asked why he didn’t pick up he didn’t even say sorry- just “yeah..I was talking",-1,0,1,0,0,0,0,0,0,0,0
4565,The driver robbed me. He is dangerous. He refused to give me my change. I have a witness and will make a police report,-1,1,0,1,0,0,0,0,0,0,0
4568,driver didnt arrive where I was,-1,0,1,0,0,0,0,0,0,0,0
4570,Took 49 UAH from me,-1,1,0,0,0,0,0,0,0,0,0
4578,Not amical,-1,0,0,1,0,0,0,0,0,0,0
4584,Car never came,-1,1,0,0,0,0,0,0,0,0,0
4585,my trip was bad.the driver that carry away my 400uah please tell him to return my change,-1,1,0,0,0,0,0,0,0,0,0
4588,He never arrived and he was paid,-1,1,0,0,0,0,0,0,0,0,0
4590,He collected money from the person he delivered a parcel to . After I paid online . Very bad !,-1,1,0,0,0,0,0,0,0,0,0
4592,Called the driver several times to let him know where I was. Didn’t pick up caps because he was in personal call through,-1,0,1,0,0,0,0,0,0,0,0
4594,He ask for more money i ask he show me ride of another client where 140 griven is showing,-1,1,0,0,0,0,0,0,0,0,0
4599,He couldn’t look for changed delayed  me and still left with my change,-1,0,1,0,0,0,0,0,0,0,0
4611,"The driver didn’t pick me up ,he took my money and left",-1,1,1,0,0,0,0,0,0,0,0
4614,The driver never come to pick me,-1,0,1,0,0,0,0,0,0,0,0
4618,"Apparently someone ordered for bolt delivery from percheska to pozniaky ! With my phone number, it was not me",-1,1,0,0,0,0,0,0,0,0,0
4622,Driver did not drop me at the right spot,-1,0,1,0,0,0,0,0,0,0,0
4624,The driver ask me to give him 350 uah and when i refused and give them 200 (trip only 135) he started to Threatens me!!!,-1,1,0,1,0,0,0,0,0,0,0
4632,he was late,-1,0,1,0,0,0,0,0,0,0,0
4635,I asked to drive carefully and slowly- no reaction. Had huge bouquet of flowers for mom… but driver don’t care,-1,0,0,1,0,0,0,0,0,0,0
4654,He don’t know the streets,-1,0,1,0,0,0,0,0,0,0,0
4657,"I was ask driver to turn back within halfway,aggrement will pay him as it is but after he asked double🙄",-1,1,0,0,0,0,0,0,0,0,0
4661,This driver is a liar and a thieve I paid him 300 uah after my trip that’s what he told me bow Utaxi send me a message,-1,1,0,0,0,0,0,0,0,0,0
4664,Took long route,-1,0,1,0,0,0,0,0,0,0,0
4666,Was late,-1,0,1,0,0,0,0,0,0,0,0
4669,Driver took the long route and drive so slow,-1,0,1,0,0,0,0,0,0,0,0
4671,"didn’t help me with groceries packets, not gentle at all even he didn’t get out from the car to close package",-1,0,0,1,0,0,0,0,0,0,0
4674,not friendly and would not give me my complete balance,-1,1,0,1,0,0,0,0,0,0,0
4678,Ordered delivery to door and driver wants me to come walk to him on the road,-1,0,1,0,0,0,0,0,0,0,0
4680,Driver did not give me all my change,-1,1,0,0,0,0,0,0,0,0,0
4686,Did not come to the right location,-1,0,1,0,0,0,0,0,0,0,0
4688,Driver was late and didn't offer any apology,-1,0,1,0,0,0,0,0,0,0,0
4689,good driver but the music in the car was not kind that i like but i havent say anything and placely he drive faster 55km,-1,0,0,1,0,0,0,0,0,0,0
4694,He did not come up the stairs and he took my money I did not receive my package he was saying he won’t come upstairs,-1,1,0,1,0,0,0,0,0,0,0
4696,"He didn’t know the address, didn’t follow the map just took me where he wanted and asked me to come down",-1,0,1,0,0,0,0,0,0,0,0
4699,He collected money by his card and reported that I didn’t pay him,-1,1,0,0,0,0,0,0,0,0,0
4701,"Driver arrived late! Made us to move from one point to another. While driving, he was watching tik tok",-1,0,1,0,0,0,0,0,1,0,0
4715,no change and wanted a tip,-1,1,0,0,0,0,0,0,0,0,0
4717,He did nit accepted to add another destination he wanted me to make a new order and pay him extra,-1,0,1,0,0,0,0,0,0,0,0
4722,"Driver abused me, took my 1000 uah instead of 166 which I was supposed to pay , Utaxi must do something about this",-1,1,0,1,0,0,0,0,0,0,0
4729,He started Idle before arriving at the address that was very bad of him,-1,1,0,0,0,0,0,0,0,0,0
4746,driver had taken 70 uah and not ready to give me actual price. please give me refund or i need promocode  for this ride,-1,1,0,0,0,0,0,0,0,0,0
4749,I didn’t order this taxi I don’t know who did,-1,1,0,0,0,0,0,0,0,0,0
4750,asked for a tip,-1,1,0,0,0,0,0,0,0,0,0
4753,Religious propagation + politics + passing flyers to go to church saying pray for god or Putin will attract,-1,0,0,1,0,0,0,0,0,0,0
4761,I give him 200 hundred he shout on me and fill it down the car,-1,1,0,1,0,0,0,0,0,0,0
4763,Driver didn’t show up,-1,0,1,0,0,0,0,0,0,0,0
4766,not droped at location,-1,0,1,0,0,0,0,0,0,0,0
4767,The driver didn’t listen to the passenger’s recommendation how to find the address,-1,0,0,1,0,0,0,0,0,0,0
4770,He didn't have money to give change for the trip,-1,1,0,0,0,0,0,0,0,0,0
4776,Your driver was suppose to deliver the package to door. He refused. And also lied about the final price,-1,1,1,1,0,0,0,0,0,0,0
4778,"Driver did not complete his trip, your company employed a driver that took my money without completing his trip",-1,1,1,0,0,0,0,0,0,0,0
4780,"He had no gas, stoped at a gas station and took a longer route, he was driving erratically at times and had near miss",-1,0,1,0,0,0,0,0,0,0,0
4782,She didn't drop at location,-1,0,1,0,0,0,0,0,0,0,0
4785,he told to leave the car away from destination beacuse of broken road,-1,0,1,0,0,0,0,0,0,0,0
4791,Driver put idle when he has not arrived,-1,1,0,0,0,0,0,0,0,0,0
4798,Arrived very late,-1,0,1,0,0,0,0,0,0,0,0
4806,didn't arrive at correct address,-1,0,1,0,0,0,0,0,0,0,0
4807,Not considerate,-1,0,1,0,0,0,0,0,0,0,0
4808,did not reach the destination and arrived wrong point,-1,0,1,0,0,0,0,0,0,0,0
4810,Driver refused to deliver to door step,-1,0,1,0,0,0,0,0,0,0,0
4811,I paid more than the expected price for one trip (i cancelled one trip) so i paid for one 170grivna!!! That's a scam,-1,1,0,0,0,0,0,0,0,0,0
4814,wants more than far,-1,1,0,0,0,0,0,0,0,0,0
4817,Horrible driver behavior didn’t take us into our destination door,-1,0,1,1,0,0,0,0,0,0,0
4824,he didn't returned my money,-1,1,0,0,0,0,0,0,0,0,0
4827,Driver did not take me to the exact location,-1,0,1,0,0,0,0,0,0,0,0
4833,"Driver dosen't know the address, she counted idle while moving with package",-1,1,1,0,0,0,0,0,0,0,0
4836,"Driver didn’t assist us with luggage and we had 7 suitcases, acting ignorant and swearing in Russian",-1,0,0,1,0,0,0,0,0,0,0
4837,Didn’t call number on delivery,-1,0,0,1,0,0,0,0,0,0,0
4840,Driver door use map and don’t know address,-1,0,1,0,0,0,0,0,0,0,0
4841,He didn’t want to wait,-1,0,0,1,0,0,0,0,0,0,0
4845,The driver took my order but he also took other orders on his way = 1 hour and 40 mins for delivery of my docs!,-1,0,0,1,0,0,0,0,0,0,0
4846,Screaming he don’t have time !!!!!!,-1,0,0,1,0,0,0,0,0,0,0
4852,he did something strange although i was heading to 2 addresses but i didn*t finish the first one he wanted 20 more !!,-1,0,0,1,0,0,0,0,0,0,0
4853,"He didn’t want to close the window, he said no and its to cold outside",-1,0,0,1,0,0,0,0,0,0,0
4855,he didn’t know anywhere and was confused,-1,0,1,0,0,0,0,0,0,0,0
4859,Refused to pick up from designated address,-1,0,1,0,0,0,0,0,0,0,0
4861,he didnt reach my distination,-1,0,1,0,0,0,0,0,0,0,0
4862,"gave him payment in small numbers but more than tge required amount, said are you serious and barely took it rude",-1,0,0,1,0,0,0,0,0,0,0
4864,"He arrived late,I was waiting for more than 10 minutes and he left the taxi on idle even before he got to me",-1,1,1,0,0,0,0,0,0,0,0
4867,Took too long to arrive and i had an emergency,-1,0,1,0,0,0,0,0,0,0,0
4872,didn't return change,-1,1,0,0,0,0,0,0,0,0,0
4874,The driver did not arrive. He did not pick me up from the pickup location and he started the trip,-1,0,1,0,0,0,0,0,0,0,0
4877,Took extra money,-1,1,0,0,0,0,0,0,0,0,0
4879,he did not put us to the right plqce,-1,0,1,0,0,0,0,0,0,0,0
4882,the driver delayed more then 5 minutes,-1,0,1,0,0,0,0,0,0,0,0
4885,Using phone . Didn’t let me charge my phone. Rude,-1,0,0,1,0,0,0,0,1,0,0
4888,He didn’t pick me up at all. He’s a thief,-1,1,0,0,0,0,0,0,0,0,0
4891,The driver didn't take it to the end point,-1,0,1,0,0,0,0,0,0,0,0
4900,driver agreed to remove one of three stops in the route and when it was done complained about reduced price,-1,0,0,1,0,0,0,0,0,0,0
4901,Didn't reach destination,-1,0,0,0,0,0,0,0,0,0,0
4904,I put 2 addresses on the application. but the taxi man put me at the last address and ended the ride without the first,-1,0,1,0,0,0,0,0,0,0,0
4914,driver stopped very far from the right adress point then was super rude when i adressed it,-1,0,1,1,0,0,0,0,0,0,0
4917,I need my money back to my card m this driver is a scammer. bur driver dud not want to cancel taxi. i need answer now,-1,1,0,0,0,0,0,0,0,0,0
4919,Told him to change address but he did not,-1,0,0,1,0,0,0,0,0,0,0
4925,i saw a seatbts but didn't habe a chance to connect because the socker was covered,-1,0,0,0,0,0,0,0,1,0,0
4928,claimed that he arrived 2 min. b/4 he actually arrived which makes the idle time start b/4 it should,-1,1,0,0,0,0,0,0,0,0,0
4937,He poured my snacks into my and didn’t say anything,-1,0,0,1,0,0,0,0,0,0,0
4940,Took a longer route,-1,0,1,0,0,0,0,0,0,0,0
4943,"The driver made us late, he didn't take the route on the map",-1,0,1,0,0,0,0,0,0,0,0
4949,He wanted to take more than the price of the trip,-1,1,0,0,0,0,0,0,0,0,0
4951,He took extra 50 hryvnia from me .. very rude behavior..I suggest you to fire him from Utaxi,-1,1,0,1,0,0,0,0,0,0,0
4957,"He is a very rude driver, he threw a lot of insult at me just because I told him I don’t understand Russian language",-1,0,0,1,0,0,0,0,0,0,0
4967,He demanded 21 uah extra in this ride.. and not give me tge balance,-1,1,0,0,0,0,0,0,0,0,0
4968,Not well driver’s skills. See the road please!,-1,0,1,0,0,0,0,0,0,0,0
4977,Turn off idle later,-1,1,0,0,0,0,0,0,0,0,0
4982,Driver did not pick us up from the station but waited somewhere else and it took us time to find him as we could not com,-1,0,1,0,0,0,0,0,0,0,0
4984,Reported on call already,-1,0,0,0,0,0,0,0,0,1,0
4988,Stole my phone. Utaxi said he didn’t have the phone. Demanded money to return my phone,-1,0,0,1,0,0,0,0,0,0,0
4991,He didn’t drop me where I wanted to be dropped,-1,0,1,0,0,0,0,0,0,0,0
4992,"Didn’t call when he arrived, I had to find him",-1,0,0,1,0,0,0,0,0,0,0
4995,Couldn’t put my shopping bags in the back of the car,-1,0,0,1,0,0,0,0,0,0,0
5003,"Expected 60 uah, why 90?",-1,1,0,0,0,0,0,0,0,0,0
5010,Don't knows 7 k.m. rouds. 😁,-1,0,1,0,0,0,0,0,0,0,0
5011,"He arrived 20 minutes late then the time expected and we were waiting at the cold, he started the time before picking us",-1,1,1,0,0,0,0,0,0,0,0
5013,driver has my balance of 20uah. he drives really slow and wastes unnecessary time. i ewnt ny 20 uah,-1,1,1,0,0,0,0,0,0,0,0
5026,arrived pretty late,-1,0,1,0,0,0,0,0,0,0,0
5027,Terrible driver . Didn’t have change kept yelling at me to find change after I clearly stated I didn’t have change,-1,1,0,1,0,0,0,0,0,0,0
5028,The taxi man is a stupid man he was shouting through out the ride he doesn’t know the address I was trying to him him,-1,0,1,1,0,0,0,0,0,0,0
5031,I told him to stop at 7th entrance but he stopped at 1st entrance. He is stubborn 😡,-1,0,1,0,0,0,0,0,0,0,0
5033,It was cold and he refused to wait for one minute for my friend to come down and get me. It’s winter and I have asthma,-1,0,0,1,0,0,0,0,0,0,0
5035,I explained the driver where I was waiting for the car having a heavy bag. but the driver arrived in a different place,-1,0,1,0,0,0,0,0,0,0,0
5040,"Driver was very Rude, and did't change money and he took more money for the trip",-1,1,0,1,0,0,0,0,0,0,0
5044,Very late arrival,-1,0,1,0,0,0,0,0,0,0,0
5045,He was late. Didn’t bother to call. Immediately switch on idle. Drive roughly,-1,1,1,0,0,0,0,0,0,0,0
5050,the driver made 2 mistakes on the way to pick me up & that's why was 15 min late,-1,0,1,0,0,0,0,0,0,0,0
5051,Collected more than the price of  fare,-1,1,0,0,0,0,0,0,0,0,0
5056,He didn’t give me my change,-1,1,0,0,0,0,0,0,0,0,0
5061,Driver charged 17 extra paid idle when there was no idle time,-1,1,0,0,0,0,0,0,0,0,0
5062,"The driver started idle before arriving, and then he argued this is normal practice",-1,1,0,0,0,0,0,0,0,0,0
5063,"driver 15 minutes late, and started my trip before reaching my pickup point",-1,1,1,0,0,0,0,0,0,0,0
5070,He didn’t have change and he started shouting then I had to get down from the car to look for change for him,-1,1,0,1,0,0,0,0,0,0,0
5071,the driver asked for extra money  other than ride amount,-1,1,0,0,0,0,0,0,0,0,0
5074,"I had thirty packs of rice and when it got to its destination, it was 29. And the driver had mentioned he wanted some",-1,0,0,1,0,0,0,0,0,0,0
5079,He was receiving calls on loud car stereo speakers while i was following a meeting on zoom. he didn't apologize after,-1,0,0,1,0,0,0,0,0,0,0
5084,"I left the car, at least, 4 min ago",-1,0,0,0,0,0,0,0,0,1,0
5085,"the driver charged extra. the trip was for 90₴,  but he took 150₴. this is not done!",-1,1,0,0,0,0,0,0,0,0,0
5088,i didn't get in taxi the driver completed ride itself,-1,1,0,0,0,0,0,0,0,0,0
5090,"I booked share ride, instead for me to pay 85uah  the driver he collected 200uah",-1,1,0,0,0,0,0,0,0,0,0
5092,Was over speeding and kept on idle before reaching which cost us,-1,1,0,0,0,0,0,0,1,0,0
5100,"This driver never picked me up, he is a liar and a cheat, I never got on the ride!!!! Refund me my money please",-1,1,0,1,0,0,0,0,0,0,0
5101,he tried to make me fool for money,-1,1,0,0,0,0,0,0,0,0,0
5104,He said fuck you,-1,0,0,1,0,0,0,0,0,0,0
5106,driver took more money than the price for which the taxi was!,-1,1,0,0,0,0,0,0,0,0,0
5115,the ride didnt happen,-1,1,0,0,0,0,0,0,0,0,0
5120,"Driver is a cheat, left idle running when I was already in the car",-1,1,0,1,0,0,0,0,0,0,0
5122,Driver didn’t show up and he used my money,-1,1,0,0,0,0,0,0,0,0,0
5127,"The driver didn’t take me to the correct location, he dropped me off on the road and he told me to pay and was very rude",-1,1,1,1,0,0,0,0,0,0,0
5134,Driver treats as he does a big favor,-1,0,0,1,0,0,0,0,0,0,0
5135,Driver kick us and he not take us to final road,-1,0,1,1,0,0,0,0,0,0,0
5139,Driver charged much more than what was shown in the app,-1,1,0,0,0,0,0,0,0,0,0
5141,i left me from 12 km to the destination,-1,0,1,0,0,0,0,0,0,0,0
5148,He ate my money,-1,1,0,1,0,0,0,0,0,0,0
5151,Over charged,-1,1,0,0,0,0,0,0,0,0,0
5153,he didnt bring what he was supposed to deliver to sumdu hostel 3,-1,0,1,1,0,0,0,0,0,0,0
5158,"Didn’t explain where to go for picking up, we went back and forth with heavy bags 3 times, took 2k hrvn despite the war",-1,1,1,0,0,0,0,0,0,0,0
5161,Driver didn’t take me to my final destination and completed the trip,-1,0,1,0,0,0,0,0,0,0,0
5163,we left the things in the car. he do not know the road,-1,0,1,0,0,0,1,0,0,0,0
5165,No taxi came he just went himself and completed the order‼️😡😡😡,-1,1,0,0,0,0,0,0,0,0,0
5167,i was charged more. people should not find a war situation as a good opportunity to charge more,-1,1,0,0,0,0,0,0,0,0,0
5168,The driver did not arrive. I still got charged and he said he completed the trip,-1,1,0,0,0,0,0,0,0,0,0
5169,"The driver bumped my suitcase, was rude, stop in 120 m from the destination and I had to looked up where I have to go",-1,0,1,1,0,0,0,0,0,0,0
5170,didnt drive to the destination spot,-1,0,1,0,0,0,0,0,0,0,0
5175,The driver took more time to reach the pick up point,-1,0,1,0,0,0,0,0,0,0,0
5179,I asked politely to turn off the radio and driver ignored it idk why,-1,0,0,1,0,0,0,0,0,0,0
5185,He was behind the corner for 7 minutes,-1,0,1,0,0,0,0,0,0,0,0
5193,Kept leaving the window open,-1,0,0,1,0,0,0,0,0,0,0
5195,Driver yelled that we don’t know old name of the street. Fun part that street was renamed in 1945,-1,0,0,1,0,0,0,0,0,0,0
5206,Arrived 15 minutes late,-1,0,1,0,0,0,0,0,0,0,0
5209,Very slow,-1,0,1,0,0,0,0,0,0,0,0
5212,Driver didnt stopped next to atm so that i can withdraw cash. Also didnt provided his card to transfer money. wasted 15m,-1,1,0,1,0,0,0,0,0,0,0
5213,"Pressed that drive is ended, but there were 10 minutes more, so i didn't know where is my mom",-1,1,0,0,0,0,0,0,0,0,0
5214,The driver started the journey earlier then he found a destination place and charged me more,-1,1,0,0,0,0,0,0,0,0,0
5217,Decided to have a route extension,-1,0,1,0,0,0,0,0,0,0,0
5224,Send trip wasn’t complete I need a refund,-1,1,0,0,0,0,0,0,0,0,0
5225,Choose wrong route,-1,0,1,0,0,0,0,0,0,0,0
5227,hi didnt help at all,-1,0,0,1,0,0,0,0,0,0,0
5228,"The car never arrived, the money was taken from my account and never sent back. Had to order another car",-1,1,0,0,0,0,0,0,0,0,0
5232,Bad arrival location,-1,0,1,0,0,0,0,0,0,0,0
5233,he did not arrived,-1,1,0,0,0,0,0,0,0,0,0
5238,Arrived late,-1,0,1,0,0,0,0,0,0,0,0
5241,Didn't want to finish the trip,-1,0,0,1,0,0,0,0,0,0,0
5242,Was late. Arrived and didn’t tell,-1,0,1,0,0,0,0,0,0,0,0
5255,he was late,-1,0,1,0,0,0,0,0,0,0,0
5258,Stopped somewhere in 100 meters and wanted me to walk there,-1,0,1,0,0,0,0,0,0,0,0
5263,Charged me 100 instead of 65,-1,1,0,0,0,0,0,0,0,0,0
5265,"The driver ignored the comments about the exact location, and yelled on the phone",-1,0,1,1,0,0,0,0,0,0,0
5268,Unfriendly driver. Radio was terribly loud. Refused to turn down the radio. No greetings,-1,0,0,1,0,0,0,0,0,0,0
5269,Driver arrived on point to far away from requested and didn’t want move his chair forward a bit which make ride uncomfor,-1,0,1,0,0,0,0,0,0,0,0
5272,Driver didn’t come to my pickup point and he didn’t have complete change,-1,1,1,0,0,0,0,0,0,0,0
5283,Crooked the red light,-1,0,0,0,0,0,0,0,1,0,0
5298,"Driver's very rude. He doesn't know how to talk to unknown people, it seems that all people bother him at all times",-1,0,0,1,0,0,0,0,0,0,0
5304,Took slow back routes instead of Main Street. Almost missed train as a result,-1,0,1,0,0,0,0,0,0,0,0
5317,"I paid for the ride, but he complained to Utaxi that I didn’t and now I have a debt",-1,1,0,0,0,0,0,0,0,0,0
5324,for some reason decided to go somewhere without informing us,-1,0,0,1,0,0,0,0,0,0,0
5325,"driver was over 20 minutes late. we missed ride to next city. no excuse, noo apology. nothing from driver",-1,0,1,1,0,0,0,0,0,0,0
5329,Stopped earlier than the arrival point,-1,0,1,0,0,0,0,0,0,0,0
5333,Driver marked his arrival but actually he was still on his way. I called him to ask were he is and he told me that he arriving in a minute. That is not acceptable. Driver should put arrival mark after an actual arrival,-1,0,0,1,0,0,0,0,0,0,0
5334,driver choose longer way,-1,0,1,0,0,0,0,0,0,0,0
5341,Almost had an accident and dropped me off behind the address I was to come of at,-1,0,1,0,0,0,0,0,1,0,0
5347,He didn’t start the ride in time. The waiting fee was charged,-1,1,1,0,0,0,0,0,0,0,0
5351,Gives unwanted advices how to ajust order and whom to call. I didn't ask for it,-1,0,0,1,0,0,0,0,0,0,0
5355,"said ""It will be not convenient to turn back there form me,  get out here"" and landed not at the destination point",-1,0,1,0,0,0,0,0,0,0,0
5362,"rude driver, refused to choose more convinient rout, asked for more money",-1,1,1,1,0,0,0,0,0,0,0
5363,Your map said the car had arrived I went to the exact position of the car icon on your map and it was completely on the Opposite side of the building since the building is very big I could not see the car your map needs to be improved,-1,0,0,0,0,1,0,0,0,0,0
5367,Loud music and the driver went the wrong route,-1,0,1,1,0,0,0,0,0,0,0
5370,Driver has been 20 minutes late at the arrival!,-1,0,1,0,0,0,0,0,0,0,0
5376,"why say ""get out"" if the taxi has not yet arrived.  He went out and waited three minutes for him to arrive.  did not open the trunk",-1,0,0,1,0,0,0,0,0,0,0
5377,Driver doesn't know the city and refused to perform trip according to ordered destination,-1,0,1,0,0,0,0,0,0,0,0
5384,Ended the trip earlier than needed,-1,0,1,0,0,0,0,0,0,0,0
5391,driver put on idle long before he arrived at the meeting point,-1,1,0,0,0,0,0,0,0,0,0
5395,Driver started paid idle before he arrived at pick up point,-1,1,0,0,0,0,0,0,0,0,0
5400,I waited to mach,-1,0,1,0,0,0,0,0,0,0,0
5401,"Didn't arrive to the pick up point, stayed about 400 m away",-1,0,1,0,0,0,0,0,0,0,0
5404,Wrong arrival point,-1,0,1,0,0,0,0,0,0,0,0
5409,"He was not pleasant, ask stupid question, didn't know the root because call and ask before come, and some other moments",-1,0,1,1,0,0,0,0,0,0,0
5423,"driver choosed not optimal, long route instead of straihgt one",-1,0,1,0,0,0,0,0,0,0,0
5433,tried me to cancel order to get Utaxi comission off,-1,1,0,0,0,0,0,0,0,0,0
5435,"No air conditioning. I’ve paid for comfort but no AC was provider. It’s not on the driver, it’s ok you Utaxi. What is this",-1,0,0,0,0,0,0,1,0,0,0
5442,"Thw driver marked that he arrived, we went there, and he drove away, until I eventually called. Did not respond to greet",-1,0,0,1,0,0,0,0,0,0,0
5450,extra money for bags in the saloon,-1,1,0,0,0,0,0,0,0,0,0
5451,Wrong destination,-1,0,1,0,0,0,0,0,0,0,0
5453,There is on the application 50 he took 52!!!,-1,1,0,0,0,0,0,0,0,0,0
5454,"While finding where he’s stopped, I have to pay extra money",-1,1,0,0,0,0,0,0,0,0,0
5456,the driver changed destination without my consent ( payer ),-1,0,1,0,0,0,0,0,0,0,0
5458,called me several times,-1,0,0,1,0,0,0,0,0,0,0
5459,"This is a trip with Comfort vehicle level, but the air conditioning doesn’t work. I believe it DOES work, but the driver didn’t want to switch it on to save money. Also, he didn’t stop during the trip on the crossroads and got emotional when someone was crossing the road slowly",-1,0,0,1,0,0,0,1,0,0,0
5467,He didn’t know the route and were constantly complaining,-1,0,1,1,0,0,0,0,0,0,0
5471,"Strong gas smell, did not use turn signals when changing lanes",-1,0,0,0,0,0,0,1,1,0,0
5483,Driver doesn't know anything about customer service,-1,0,0,1,0,0,0,0,0,0,0
5485,Driver requested more money even when price where manually increased  in twice and didn’t helped old woman with luggage,-1,1,0,1,0,0,0,0,0,0,0
5488,Refused arrive target point,-1,0,1,1,0,0,0,0,0,0,0
5498,Driver did not come,-1,0,1,0,0,0,0,0,0,0,0
5499,Driver didn’t end the ride after I arrived at the place!,-1,1,0,0,0,0,0,0,0,0,0
5504,"Driver wanted to drop me off 270 meters off my spot saying ""can't you just walk 20 meters""",-1,0,1,0,0,0,0,0,0,0,0
5507,"complains about previous customers, lack of the location searching knowledge",-1,0,1,1,0,0,0,0,0,0,0
5530,Doesn’t know his job,-1,0,1,0,0,0,0,0,0,0,0
5538,No air conditioning,-1,0,0,0,0,0,0,1,0,0,0
5540,the driver transfers his duties to the duties of the client,-1,0,0,1,0,0,0,0,0,0,0
5551,Driver is a scam. Even after getting to destination he puts the app as waiting for another address for it to read more money for him,-1,1,0,0,0,0,0,0,0,0,0
5565,Driver missed both pickup address and destination address,-1,0,1,0,0,0,0,0,0,0,0
5569,"Didn't want to arrive to the pick up point at first, wasn't able to use navigation and didn't arrive to the destination",-1,0,1,1,0,0,0,0,0,0,0
5571,"It cost me 54 uha, but app told me that’s 35. Pls return difference",-1,1,0,0,0,0,0,0,0,0,0
5598,no help with luggage,-1,0,0,1,0,0,0,0,0,0,0
5603,pressed arrived in 3 km from place,-1,0,1,0,0,0,0,0,0,0,0
5612,Was a block away from the pick up point,-1,0,1,0,0,0,0,0,0,0,0
5618,charged more,-1,1,0,0,0,0,0,0,0,0,0
5621,"I was charged the waiting time even though it was not my fault, I was already waiting for the driver but he parked on the pedestrian and got a fine",-1,1,1,0,0,0,0,0,0,0,0
5622,"don't know where to ride, arguing to me why I didn't help him with navigation, dropped me off before reaching the stop",-1,0,1,1,0,0,0,0,0,0,0
5623,Unfortunately we had a round trip instead of a direct route to our destination. we were driven to a non entry area also,-1,0,1,0,0,0,0,0,0,0,0
5630,Driver is a stupid dick,-1,0,0,0,0,0,0,0,0,1,0
5632,Driver came to pick me up in wrong place,-1,0,1,0,0,0,0,0,0,0,0
5633,"We had 7days small baby and a 2 year old with bags and driver could not help even put bags in car, thats not kind",-1,0,0,1,0,0,0,0,0,0,0
5634,I had an accident with an Utaxi driver in Mexico City. The car that I got into had no side mirror. The Brakes were not working properly either. I almost got into an accident twice. The driver's conversation was unpleasant. Being a foreigner he was very curious to ask where I am from and what brought me to Mexico. I replied to be a tourist and through that conversation is over. He became very rude and asked me if I came to look for a Mexican husband. I never answered and kept quiet. He took the wrong route and made several in requested stops. Having in mind it was UtaxiX. He continued asked me whom I sleep with. He literally stopped the car and asked me to wait for him text someone. I asked him to let me go and take a different driver but he locked the doors and didn't allow me.,-1,0,0,1,0,0,0,1,1,0,0
5656,"Drivers take longer routes just to charge you money and they don't give you, your money back. I had the worse taxi experience with this company, driver turn all the way around and they charged me distance and long and they didn't want to give me my money back.",-1,1,1,0,0,0,0,0,0,0,0
5672,I ordered and had to reorder my food again and pay for all food that's were not delivered to me... The delivery guy did not make a real attempt to reach me or ring my bell. And Utaxi customer service is very bad. No one to talk to!,-1,0,0,1,1,0,0,0,0,0,0
5680,"I was quoted $12 for a 2.8-mile ride that took 11 min and was charged 27.63 on a Saturday night at 10:30 pm. This was their charges: Base Fare $2.10, Time $4.56, Distance $3.30, Normal Fare $9.96, 2nd person $9.96, Waiting Time $ .86, Booking Fee $1.85, Tip $5.00. In what universe? Crooks. Criminals.",-1,1,0,0,0,0,0,0,0,0,0
5689,Today I booked Utaxi cab at 7:55pm. Estimated time was 4min. He took long time to reach the location. As I am patient recently I have undergone surgery. Due to delay from driver I have to bear a pain and swollen. Who is responsible for same?,-1,0,1,0,0,0,0,0,0,0,0
5739,Car was dirty inside and the air conditioning did not work. The price was fine but I expected a much more desirable vehicle. I am glad there wasn't some with me because the back seat was full of clothes and sports gear.,-1,0,0,0,0,0,0,1,0,0,0
5787,"Had problems with Utaxi app. Driver was great, friendly, courteous and on time, he but had the wrong directions. I wonder if I was overcharged. Have no idea how much I was charged.",-1,1,0,0,0,1,0,0,0,0,0
5810,The driver got lost and we ended up late for our meeting but we did receive a refund for three detour. Otherwise service is good and cost was below what a taxi would have charged.,-1,0,1,0,0,0,0,0,0,0,0
